ampl.tab 1 7
LIN	status	snd_bus	rec_bus	X	V	Pmax	install_cost
36542_37314	installed	36542	37314	0.015100	138	260	0
36543_37315	installed	36543	37315	0.013750	138	260	0
36544_36562	installed	36544	36562	0.003700	138	224	0
36544_36548	installed	36544	36548	0.000900	138	155	0
36544_36546	installed	36544	36546	0.000400	138	316	0
36546_36660	installed	36546	36660	0.023900	138	316	0
36548_36874	installed	36548	36874	0.000100	138	10000	0
36552_37198	installed	36552	37198	0.008200	138	252	0
36552_36598	installed	36552	36598	0.020700	138	445	0
36552_36554	installed	36552	36554	0.007200	138	260	0
36553_37199	installed	36553	37199	0.008280	138	430	0
36553_36599	installed	36553	36599	0.020660	138	445	0
36553_36555	installed	36553	36555	0.007200	138	260	0
36556_37564	installed	36556	37564	0.000150	138	10000	0
36556_37102	installed	36556	37102	0.013800	138	430	0
36556_36746	installed	36556	36746	0.002800	138	445	0
36556_36557	installed	36556	36557	0.000150	138	10000	0
36557_37565	installed	36557	37565	0.000150	138	10000	0
36557_37103	installed	36557	37103	0.013800	138	445	0
36557_36747	installed	36557	36747	0.002700	138	445	0
36558_36828	installed	36558	36828	0.004800	138	695	0
36558_36563	installed	36558	36563	0.000150	138	10000	0
36559_36563	installed	36559	36563	0.000150	138	10000	0
36560_37178	installed	36560	37178	0.014100	138	509	0
36560_37022	installed	36560	37022	0.001950	138	509	0
36561_37179	installed	36561	37179	0.013950	138	509	0
36561_37023	installed	36561	37023	0.002100	138	509	0
36562_36883	installed	36562	36883	0.000600	138	217	0
36562_36882	installed	36562	36882	0.000300	138	210	0
36563_36829	installed	36563	36829	0.000480	138	695	0
36564_37218	installed	36564	37218	0.007900	138	390	0
36564_37162	installed	36564	37162	0.009790	138	390	0
36565_37219	installed	36565	37219	0.007800	138	390	0
36565_37163	installed	36565	37163	0.009790	138	390	0
36566_37040	installed	36566	37040	0.025760	138	224	0
36566_36880	installed	36566	36880	0.016900	138	224	0
36566_36658	installed	36566	36658	0.030600	138	224	0
36567_37041	installed	36567	37041	0.023730	138	260	0
36567_36881	installed	36567	36881	0.015700	138	230	0
36568_37356	installed	36568	37356	0.008000	138	445	0
36569_37357	installed	36569	37357	0.008000	138	445	0
36570_36838	installed	36570	36838	0.001200	138	430	0
36570_36808	installed	36570	36808	0.010100	138	430	0
36570_36571	installed	36570	36571	0.000150	138	10000	0
36571_37287	installed	36571	37287	0.012720	138	430	0
36571_36991	installed	36571	36991	0.022000	138	260	0
36571_36809	installed	36571	36809	0.009500	138	430	0
36572_37366	installed	36572	37366	0.011250	138	290	0
36572_37290	installed	36572	37290	0.027800	138	394	0
36572_36574	installed	36572	36574	0.012600	138	315	0
36573_37367	installed	36573	37367	0.011250	138	322	0
36573_36575	installed	36573	36575	0.012500	138	315	0
36576_37220	installed	36576	37220	0.002810	138	445	0
36576_36678	installed	36576	36678	0.013300	138	445	0
36577_37221	installed	36577	37221	0.002960	138	445	0
36577_36675	installed	36577	36675	0.012600	138	445	0
36578_37380	installed	36578	37380	0.004720	138	509	0
36578_36776	installed	36578	36776	0.005880	138	359	0
36579_37381	installed	36579	37381	0.004350	138	359	0
36579_36777	installed	36579	36777	0.005880	138	509	0
36580_36782	installed	36580	36782	0.003700	138	180	0
36580_36600	installed	36580	36600	0.003600	138	181	0
36581_36783	installed	36581	36783	0.003600	138	180	0
36581_36601	installed	36581	36601	0.003900	138	142	0
36582_37622	installed	36582	37622	0.000100	138	10000	0
36582_37642	installed	36582	37642	0.006670	138	445	0
36582_37566	installed	36582	37566	0.000150	138	10000	0
36582_37406	installed	36582	37406	0.167600	138	116.3	0
36582_37262	installed	36582	37262	0.006800	138	445	0
36582_36822	installed	36582	36822	0.001640	138	394	0
36583_37643	installed	36583	37643	0.006590	138	445	0
36583_37623	installed	36583	37623	0.000100	138	10000	0
36583_37567	installed	36583	37567	0.000150	138	10000	0
36583_37408	installed	36583	37408	0.162800	138	116.3	0
36583_37407	installed	36583	37407	0.167200	138	116.3	0
36583_37263	installed	36583	37263	0.007200	138	445	0
36583_36823	installed	36583	36823	0.001260	138	394	0
36584_37064	installed	36584	37064	0.008280	138	430	0
36584_36724	installed	36584	36724	0.003820	138	430	0
36585_37065	installed	36585	37065	0.008570	138	430	0
36585_36725	installed	36585	36725	0.003830	138	430	0
36588_36880	installed	36588	36880	0.004480	138	430	0
36588_36590	installed	36588	36590	0.002000	138	184	0
36589_36881	installed	36589	36881	0.004480	138	404	0
36589_36591	installed	36589	36591	0.002000	138	184	0
36592_37008	installed	36592	37008	0.000500	138	181	0
36593_37009	installed	36593	37009	0.000700	138	181	0
36596_36636	installed	36596	36636	0.008200	138	386	0
36596_36626	installed	36596	36626	0.011100	138	386	0
36597_36637	installed	36597	36637	0.008700	138	386	0
36597_36627	installed	36597	36627	0.010900	138	386	0
36598_36606	installed	36598	36606	0.031200	138	386	0
36598_36599	installed	36598	36599	0.000150	138	10000	0
36599_37267	installed	36599	37267	0.074450	138	279	0
36599_37345	installed	36599	37345	0.113600	138	337	0
36599_36784	installed	36599	36784	0.113600	138	235	0
36600_36746	installed	36600	36746	0.006200	138	445	0
36600_36602	installed	36600	36602	0.000200	138	445	0
36601_36747	installed	36601	36747	0.006700	138	445	0
36601_36603	installed	36601	36603	0.000150	138	445	0
36602_36920	installed	36602	36920	0.021040	138	306	0
36602_36603	installed	36602	36603	0.000150	138	10000	0
36603_36921	installed	36603	36921	0.020580	138	445	0
36604_36720	installed	36604	36720	0.006900	138	390	0
36605_36721	installed	36605	36721	0.006700	138	430	0
36606_36608	installed	36606	36608	0.012800	138	172	0
36612_36614	installed	36612	36614	0.005500	138	182	0
36613_37165	installed	36613	37165	0.003240	138	182	0
36615_37165	installed	36615	37165	0.002260	138	182	0
36616_36618	installed	36616	36618	0.002400	138	316	0
36617_36619	installed	36617	36619	0.002200	138	316	0
36620_37086	installed	36620	37086	0.001750	138	413	0
36620_36654	installed	36620	36654	0.001430	138	413	0
36621_37087	installed	36621	37087	0.001750	138	413	0
36621_36655	installed	36621	36655	0.001430	138	413	0
36624_36690	installed	36624	36690	0.001900	138	270	0
36624_36648	installed	36624	36648	0.001300	138	270	0
36626_37174	installed	36626	37174	0.004940	138	386	0
36627_37175	installed	36627	37175	0.004970	138	386	0
36628_36960	installed	36628	36960	0.007900	138	225	0
36628_37002	installed	36628	37002	0.017300	138	224	0
36628_36630	installed	36628	36630	0.019000	138	316	0
36629_37003	installed	36629	37003	0.016400	138	260	0
36629_36961	installed	36629	36961	0.007100	138	260	0
36629_36631	installed	36629	36631	0.018900	138	316	0
36632_36736	installed	36632	36736	0.005660	138	400	0
36632_36640	installed	36632	36640	0.018380	138	10000	0
36633_36737	installed	36633	36737	0.005630	138	400	0
36633_36641	installed	36633	36641	0.018380	138	10000	0
36634_36866	installed	36634	36866	0.010800	138	245	0
36634_36640	installed	36634	36640	0.028900	138	10000	0
36635_36867	installed	36635	36867	0.010300	138	248	0
36635_36641	installed	36635	36641	0.028900	138	10000	0
36640_37216	installed	36640	37216	0.006500	138	248	0
36640_37570	installed	36640	37570	0.000150	138	10000	0
36640_36641	installed	36640	36641	0.000150	138	10000	0
36640_36003	installed	36640	36003	0.069490	138	10000	0
36641_37571	installed	36641	37571	0.000150	138	10000	0
36641_37217	installed	36641	37217	0.006600	138	248	0
36641_36003	installed	36641	36003	0.071300	138	10000	0
36642_37572	installed	36642	37572	0.000150	138	10000	0
36642_37534	installed	36642	37534	0.060330	138	10000	0
36642_36986	installed	36642	36986	0.012000	138	445	0
36642_36643	installed	36642	36643	0.000150	138	10000	0
36642_36636	installed	36642	36636	0.013900	138	404	0
36643_37533	installed	36643	37533	0.060330	138	10000	0
36643_36987	installed	36643	36987	0.011760	138	390	0
36643_36637	installed	36643	36637	0.013900	138	387	0
36644_37292	installed	36644	37292	0.016090	138	439	0
36644_36828	installed	36644	36828	0.014620	138	445	0
36645_37293	installed	36645	37293	0.016310	138	430	0
36645_36829	installed	36645	36829	0.015050	138	422	0
36648_37421	installed	36648	37421	0.104000	138	305	0
36648_37420	installed	36648	37420	0.104000	138	305	0
36648_37386	installed	36648	37386	0.027620	138	248	0
36648_37094	installed	36648	37094	0.001900	138	260	0
36648_37092	installed	36648	37092	0.001900	138	260	0
36648_37086	installed	36648	37086	0.001580	138	322	0
36648_37174	installed	36648	37174	0.010250	138	249	0
36648_36649	installed	36648	36649	0.000150	138	10000	0
36649_37175	installed	36649	37175	0.010270	138	249	0
36649_37423	installed	36649	37423	0.104730	138	305	0
36649_37422	installed	36649	37422	0.104540	138	305	0
36649_37387	installed	36649	37387	0.027660	138	248	0
36649_37095	installed	36649	37095	0.001900	138	260	0
36649_37093	installed	36649	37093	0.001900	138	260	0
36649_37087	installed	36649	37087	0.001580	138	322	0
36649_36691	installed	36649	36691	0.003190	138	270	0
36652_37230	installed	36652	37230	0.005860	138	510	0
36652_37118	installed	36652	37118	0.027320	138	261	0
36652_36976	installed	36652	36976	0.022300	138	318	0
36653_37231	installed	36653	37231	0.010750	138	510	0
36653_37119	installed	36653	37119	0.027580	138	260	0
36653_36977	installed	36653	36977	0.022300	138	318	0
36654_37428	installed	36654	37428	0.072520	138	309	0
36654_36740	installed	36654	36740	0.003180	138	413	0
36655_37429	installed	36655	37429	0.072520	138	309	0
36655_36741	installed	36655	36741	0.003180	138	413	0
36656_37314	installed	36656	37314	0.002700	138	300	0
36657_36729	installed	36657	36729	0.003800	138	300	0
36658_37040	installed	36658	37040	0.004890	138	224	0
36658_36754	installed	36658	36754	0.007900	138	316	0
36658_36660	installed	36658	36660	0.087960	138	258	0
36659_36755	installed	36659	36755	0.002900	138	260	0
36659_36703	installed	36659	36703	0.006800	138	260	0
36659_36661	installed	36659	36661	0.093100	138	230	0
36660_36670	installed	36660	36670	0.025600	138	316	0
36660_36661	installed	36660	36661	0.000150	138	10000	0
36661_37369	installed	36661	37369	0.094200	138	317	0
36661_36883	installed	36661	36883	0.024700	138	260	0
36666_37062	installed	36666	37062	0.005900	138	445	0
36666_36842	installed	36666	36842	0.012280	138	430	0
36666_36668	installed	36666	36668	0.009900	138	182	0
36667_36843	installed	36667	36843	0.012640	138	430	0
36667_37063	installed	36667	37063	0.005900	138	445	0
36667_36669	installed	36667	36669	0.009900	138	182	0
36670_36882	installed	36670	36882	0.003200	138	316	0
36670_36874	installed	36670	36874	0.000600	138	186	0
36671_37053	installed	36671	37053	0.005800	138	270	0
36673_37393	installed	36673	37393	0.004070	138	359	0
36673_37391	installed	36673	37391	0.003800	138	317	0
36675_37391	installed	36675	37391	0.008700	138	317	0
36675_36679	installed	36675	36679	0.000600	138	696	0
36676_36840	installed	36676	36840	0.009700	138	270	0
36678_37014	installed	36678	37014	0.009310	138	445	0
36678_36788	installed	36678	36788	0.015500	138	445	0
36679_37393	installed	36679	37393	0.010170	138	445	0
36679_37015	installed	36679	37015	0.009100	138	445	0
36679_36789	installed	36679	36789	0.015600	138	430	0
36681_37233	installed	36681	37233	0.007300	138	409	0
36681_37075	installed	36681	37075	0.009600	138	245	0
36682_37236	installed	36682	37236	0.006800	138	376	0
36682_37190	installed	36682	37190	0.002170	138	270	0
36683_37237	installed	36683	37237	0.006800	138	362	0
36683_37191	installed	36683	37191	0.001940	138	270	0
36684_37232	installed	36684	37232	0.006700	138	445	0
36684_37074	installed	36684	37074	0.007200	138	270	0
36686_37264	installed	36686	37264	0.058600	138	445	0
36686_36958	installed	36686	36958	0.038700	138	217	0
36686_36688	installed	36686	36688	0.021600	138	127	0
36688_37038	installed	36688	37038	0.040240	138	260	0
36688_36689	installed	36688	36689	0.000150	138	10000	0
36689_37267	installed	36689	37267	0.126500	138	182	0
36689_37037	installed	36689	37037	0.022730	138	265	0
36689_36982	installed	36689	36982	0.103200	138	224	0
36690_37072	installed	36690	37072	0.002800	138	350	0
36690_36691	installed	36690	36691	0.000150	138	10000	0
36691_37073	installed	36691	37073	0.002810	138	350	0
36692_37376	installed	36692	37376	0.004600	138	173	0
36693_37377	installed	36693	37377	0.004700	138	173	0
36694_36998	installed	36694	36998	0.010020	138	386	0
36694_37066	installed	36694	37066	0.011700	138	265	0
36694_36792	installed	36694	36792	0.003700	138	430	0
36694_36695	installed	36694	36695	0.000150	138	10000	0
36695_37369	installed	36695	37369	0.049700	138	317	0
36695_37067	installed	36695	37067	0.012000	138	265	0
36695_36793	installed	36695	36793	0.003570	138	430	0
36697_37633	installed	36697	37633	0.004760	138	445	0
36697_36731	installed	36697	36731	0.000400	138	430	0
36697_36709	installed	36697	36709	0.000150	138	10000	0
36697_36708	installed	36697	36708	0.000150	138	10000	0
36698_37608	installed	36698	37608	0.003360	138	423	0
36699_37609	installed	36699	37609	0.003800	138	423	0
36702_37638	installed	36702	37638	0.018830	138	445	0
36702_37002	installed	36702	37002	0.000150	138	445	0
36702_36754	installed	36702	36754	0.010300	138	224	0
36702_36703	installed	36702	36703	0.000150	138	10000	0
36703_37639	installed	36703	37639	0.018900	138	445	0
36703_37003	installed	36703	37003	0.000150	138	445	0
36708_37634	installed	36708	37634	0.004740	138	445	0
36708_37576	installed	36708	37576	0.000150	138	10000	0
36708_37394	installed	36708	37394	0.000420	138	407	0
36708_37054	installed	36708	37054	0.017280	138	430	0
36709_37395	installed	36709	37395	0.000390	138	445	0
36710_37152	installed	36710	37152	0.003200	138	246	0
36711_37153	installed	36711	37153	0.003300	138	246	0
36712_36930	installed	36712	36930	0.031000	138	317	0
36712_36917	installed	36712	36917	0.017800	138	290	0
36712_36714	installed	36712	36714	0.009300	138	182	0
36713_36931	installed	36713	36931	0.030700	138	317	0
36713_36917	installed	36713	36917	0.017800	138	145.5	0
36713_36715	installed	36713	36715	0.009200	138	145.5	0
36716_37254	installed	36716	37254	0.012300	138	317	0
36717_37255	installed	36717	37255	0.012900	138	317	0
36718_36758	installed	36718	36758	0.005400	138	300	0
36719_36759	installed	36719	36759	0.009700	138	386	0
36720_37082	installed	36720	37082	0.022790	138	509	0
36720_36721	installed	36720	36721	0.000150	138	10000	0
36721_37083	installed	36721	37083	0.022790	138	509	0
36721_36758	installed	36721	36758	0.009700	138	386	0
36724_37244	installed	36724	37244	0.008900	138	430	0
36725_37245	installed	36725	37245	0.009100	138	430	0
36726_37242	installed	36726	37242	0.009000	138	255	0
36727_37243	installed	36727	37243	0.009000	138	280	0
36728_36832	installed	36728	36832	0.008300	138	385	0
36729_36833	installed	36729	36833	0.008300	138	385	0
36731_37577	installed	36731	37577	0.000150	138	10000	0
36731_37055	installed	36731	37055	0.016300	138	359	0
36731_37033	installed	36731	37033	0.011700	138	430	0
36736_37546	installed	36736	37546	0.052540	138	190	0
36736_37144	installed	36736	37144	0.001120	138	262	0
36736_37519	installed	36736	37519	0.471500	138	75	0
36736_37518	installed	36736	37518	0.471500	138	75	0
36736_37216	installed	36736	37216	0.023400	138	249	0
36736_37142	installed	36736	37142	0.001120	138	262	0
36736_36866	installed	36736	36866	0.002690	138	400	0
36736_36737	installed	36736	36737	0.000150	138	10000	0
36737_37143	installed	36737	37143	0.001120	138	262	0
36737_37519	installed	36737	37519	0.411000	138	77	0
36737_37546	installed	36737	37546	0.054180	138	190	0
36737_37518	installed	36737	37518	0.410000	138	77	0
36737_37217	installed	36737	37217	0.023400	138	249	0
36737_37145	installed	36737	37145	0.001120	138	262	0
36737_36867	installed	36737	36867	0.002680	138	400	0
36742_36834	installed	36742	36834	0.004300	138	445	0
36742_36744	installed	36742	36744	0.000200	138	10000	0
36743_36835	installed	36743	36835	0.004300	138	445	0
36743_36745	installed	36743	36745	0.000200	138	10000	0
36746_36748	installed	36746	36748	0.003000	138	180	0
36747_36749	installed	36747	36749	0.003000	138	180	0
36749_37399	installed	36749	37399	0.000160	138	182	0
36753_37520	installed	36753	37520	0.369000	138	77	0
36753_37109	installed	36753	37109	0.009500	138	316	0
36755_37041	installed	36755	37041	0.012570	138	260	0
36756_37034	installed	36756	37034	0.007800	138	270	0
36757_37035	installed	36757	37035	0.007000	138	375	0
36758_36759	installed	36758	36759	0.000150	138	10000	0
36758_36756	installed	36758	36756	0.014800	138	387	0
36759_36757	installed	36759	36757	0.017050	138	387	0
36765_36917	installed	36765	36917	0.005420	138	145	0
36765_36887	installed	36765	36887	0.009300	138	181	0
36766_37394	installed	36766	37394	0.012240	138	445	0
36766_37372	installed	36766	37372	0.011600	138	225	0
36767_37373	installed	36767	37373	0.012590	138	260	0
36767_37029	installed	36767	37029	0.007400	138	430	0
36768_37034	installed	36768	37034	0.000600	138	40.5	0
36769_37035	installed	36769	37035	0.000700	138	40.5	0
36770_37034	installed	36770	37034	0.000600	138	40.5	0
36771_37035	installed	36771	37035	0.000600	138	40.5	0
36773_37076	installed	36773	37076	0.094700	138	182	0
36774_37296	installed	36774	37296	0.021900	138	358	0
36775_37297	installed	36775	37297	0.021900	138	358	0
36776_36942	installed	36776	36942	0.010050	138	359	0
36777_36943	installed	36777	36943	0.009450	138	502	0
36778_37048	installed	36778	37048	0.008100	138	445	0
36778_36942	installed	36778	36942	0.008800	138	445	0
36778_36780	installed	36778	36780	0.006400	138	182	0
36779_37049	installed	36779	37049	0.008000	138	445	0
36779_36943	installed	36779	36943	0.008100	138	445	0
36779_36781	installed	36779	36781	0.006400	138	182	0
36784_37345	installed	36784	37345	0.000080	138	235	0
36784_37343	installed	36784	37343	0.025300	138	260	0
36784_37340	installed	36784	37340	0.036000	138	209	0
36784_36786	installed	36784	36786	0.030260	138	215	0
36786_37318	installed	36786	37318	0.006500	138	215	0
36786_37276	installed	36786	37276	0.069370	138	215	0
36788_37044	installed	36788	37044	0.009200	138	445	0
36789_37045	installed	36789	37045	0.009600	138	445	0
36790_37100	installed	36790	37100	0.036500	138	390	0
36790_37096	installed	36790	37096	0.021400	138	290	0
36790_36791	installed	36790	36791	0.000150	138	10000	0
36791_37101	installed	36791	37101	0.036700	138	390	0
36791_37097	installed	36791	37097	0.021200	138	411	0
36793_36875	installed	36793	36875	0.012650	138	445	0
36794_37114	installed	36794	37114	0.015300	138	390	0
36795_36943	installed	36795	36943	0.018100	138	430	0
36806_37060	installed	36806	37060	0.005200	138	445	0
36807_37091	installed	36807	37091	0.024700	138	445	0
36808_37206	installed	36808	37206	0.004400	138	445	0
36809_37207	installed	36809	37207	0.004300	138	445	0
36812_37326	installed	36812	37326	0.034500	138	225	0
36813_37327	installed	36813	37327	0.034500	138	225	0
36814_37296	installed	36814	37296	0.010500	138	445	0
36814_37254	installed	36814	37254	0.005700	138	430	0
36815_37297	installed	36815	37297	0.010500	138	358	0
36815_37255	installed	36815	37255	0.005900	138	430	0
36820_37308	installed	36820	37308	0.026700	138	300	0
36822_37262	installed	36822	37262	0.007430	138	559	0
36822_36820	installed	36822	36820	0.016000	138	404	0
36823_37263	installed	36823	37263	0.006600	138	445	0
36824_37200	installed	36824	37200	0.007600	138	178	0
36824_37180	installed	36824	37180	0.010300	138	178	0
36825_37201	installed	36825	37201	0.007300	138	406	0
36825_37181	installed	36825	37181	0.009000	138	406	0
36828_36830	installed	36828	36830	0.014800	138	358	0
36829_36831	installed	36829	36831	0.015400	138	10000	0
36834_37216	installed	36834	37216	0.012900	138	445	0
36835_37217	installed	36835	37217	0.012900	138	445	0
36836_37148	installed	36836	37148	0.007100	138	430	0
36836_36838	installed	36836	36838	0.009100	138	394	0
36839_37271	installed	36839	37271	0.137000	138	180	0
36839_36891	installed	36839	36891	0.123000	138	190	0
36840_37034	installed	36840	37034	0.005900	138	270	0
36842_37090	installed	36842	37090	0.007570	138	430	0
36843_37091	installed	36843	37091	0.007200	138	430	0
36844_37362	installed	36844	37362	0.012900	138	184	0
36844_36880	installed	36844	36880	0.020300	138	225	0
36845_37363	installed	36845	37363	0.003500	138	184	0
36846_37172	installed	36846	37172	0.012510	138	317	0
36846_37110	installed	36846	37110	0.022790	138	445	0
36847_37229	installed	36847	37229	0.026900	138	360	0
36847_37173	installed	36847	37173	0.020000	138	360	0
36848_37388	installed	36848	37388	0.018200	138	445	0
36848_37126	installed	36848	37126	0.013900	138	445	0
36849_37389	installed	36849	37389	0.018300	138	445	0
36849_37127	installed	36849	37127	0.013900	138	445	0
36858_37118	installed	36858	37118	0.027480	138	509	0
36859_37119	installed	36859	37119	0.027480	138	509	0
36860_37282	installed	36860	37282	0.002600	138	62	0
36861_37283	installed	36861	37283	0.002700	138	62	0
36862_37282	installed	36862	37282	0.002600	138	62	0
36863_37283	installed	36863	37283	0.002700	138	62	0
36864_37298	installed	36864	37298	0.007000	138	532	0
36864_37048	installed	36864	37048	0.013500	138	445	0
36864_36865	installed	36864	36865	0.000150	138	10000	0
36865_37049	installed	36865	37049	0.013500	138	445	0
36866_37386	installed	36866	37386	0.002590	138	248	0
36866_37282	installed	36866	37282	0.014310	138	270	0
36867_37387	installed	36867	37387	0.002670	138	248	0
36867_37283	installed	36867	37283	0.013770	138	245	0
36870_36872	installed	36870	36872	0.002200	138	182	0
36871_36873	installed	36871	36873	0.002300	138	182	0
36875_36933	installed	36875	36933	0.015650	138	317	0
36877_36999	installed	36877	36999	0.015400	138	128	0
36880_37541	installed	36880	37541	0.024960	138	10000	0
36880_37594	installed	36880	37594	0.000150	138	10000	0
36880_37172	installed	36880	37172	0.007400	138	430	0
36880_36881	installed	36880	36881	0.000150	138	10000	0
36881_37594	installed	36881	37594	0.000150	138	10000	0
36881_37173	installed	36881	37173	0.007580	138	375	0
36882_36884	installed	36882	36884	0.019900	138	358	0
36883_36885	installed	36883	36885	0.020400	138	358	0
36886_36958	installed	36886	36958	0.066500	138	232	0
36886_36917	installed	36886	36917	0.025900	138	290	0
36886_36888	installed	36886	36888	0.004400	138	330	0
36887_37253	installed	36887	37253	0.054640	138	445	0
36887_36889	installed	36887	36889	0.018100	138	330	0
36888_36889	installed	36888	36889	0.000150	138	10000	0
36891_37135	installed	36891	37135	0.112300	138	244	0
36891_37085	installed	36891	37085	0.175200	138	72	0
36891_37051	installed	36891	37051	0.110500	138	184	0
36891_37050	installed	36891	37050	0.110700	138	214	0
36892_36970	installed	36892	36970	0.018000	138	386	0
36893_36971	installed	36893	36971	0.018000	138	386	0
36906_36928	installed	36906	36928	0.024830	138	445	0
36907_36929	installed	36907	36929	0.024830	138	445	0
36908_37326	installed	36908	37326	0.019600	138	430	0
36908_37060	installed	36908	37060	0.008500	138	445	0
36909_37327	installed	36909	37327	0.019700	138	430	0
36909_37061	installed	36909	37061	0.008400	138	445	0
36917_37104	installed	36917	37104	0.064800	138	145	0
36918_37220	installed	36918	37220	0.002900	138	446	0
36919_37299	installed	36919	37299	0.007000	138	446	0
36919_37221	installed	36919	37221	0.002900	138	446	0
36920_37206	installed	36920	37206	0.005700	138	445	0
36921_37207	installed	36921	37207	0.005800	138	445	0
36922_36968	installed	36922	36968	0.069600	138	182	0
36922_36957	installed	36922	36957	0.034200	138	265	0
36924_37282	installed	36924	37282	0.003460	138	262	0
36924_37256	installed	36924	37256	0.001280	138	262	0
36925_37283	installed	36925	37283	0.003460	138	262	0
36925_37257	installed	36925	37257	0.001280	138	262	0
36926_37282	installed	36926	37282	0.003460	138	195	0
36927_37283	installed	36927	37283	0.003460	138	195	0
36928_36936	installed	36928	36936	0.020270	138	445	0
36929_36937	installed	36929	36937	0.020280	138	445	0
36932_37000	installed	36932	37000	0.002560	138	93	0
36932_36998	installed	36932	36998	0.022140	138	317	0
36932_36934	installed	36932	36934	0.008000	138	93	0
36933_36999	installed	36933	36999	0.001150	138	317	0
36933_36935	installed	36933	36935	0.008000	138	93	0
36936_36937	installed	36936	36937	0.000150	138	10000	0
36940_37380	installed	36940	37380	0.006450	138	445	0
36940_37376	installed	36940	37376	0.009450	138	390	0
36940_36941	installed	36940	36941	0.000100	138	10000	0
36941_36358	installed	36941	36358	0.008550	138	465	0
36941_37381	installed	36941	37381	0.007200	138	445	0
36941_37377	installed	36941	37377	0.009230	138	390	0
36942_37582	installed	36942	37582	0.000150	138	10000	0
36942_37114	installed	36942	37114	0.000200	138	390	0
36943_37583	installed	36943	37583	0.000150	138	10000	0
36943_37117	installed	36943	37117	0.022100	138	317	0
36948_37624	installed	36948	37624	0.003410	138	221	0
36948_37150	installed	36948	37150	0.006030	138	221	0
36949_37625	installed	36949	37625	0.002800	138	221	0
36949_37151	installed	36949	37151	0.006060	138	221	0
36952_37378	installed	36952	37378	0.046690	138	260	0
36952_36954	installed	36952	36954	0.005100	138	185	0
36953_37119	installed	36953	37119	0.045020	138	260	0
36953_36955	installed	36953	36955	0.004700	138	260	0
36954_36955	installed	36954	36955	0.000150	138	185	0
36957_37271	installed	36957	37271	0.066000	138	225	0
36960_37102	installed	36960	37102	0.009400	138	430	0
36961_37103	installed	36961	37103	0.009400	138	430	0
36968_37140	installed	36968	37140	0.047700	138	225	0
36969_37141	installed	36969	37141	0.047800	138	184	0
36969_37085	installed	36969	37085	0.141100	138	86	0
36970_37160	installed	36970	37160	0.010000	138	390	0
36970_37152	installed	36970	37152	0.003700	138	260	0
36970_36992	installed	36970	36992	0.006900	138	445	0
36971_37161	installed	36971	37161	0.008820	138	390	0
36971_37153	installed	36971	37153	0.003800	138	260	0
36971_36993	installed	36971	36993	0.007200	138	318	0
36981_36982	installed	36981	36982	0.070800	138	145	0
36982_37167	installed	36982	37167	0.000800	138	260	0
36984_36990	installed	36984	36990	0.001400	138	390	0
36985_36991	installed	36985	36991	0.001300	138	445	0
36986_37160	installed	36986	37160	0.002810	138	309	0
36987_37161	installed	36987	37161	0.005790	138	390	0
36988_36992	installed	36988	36992	0.000600	138	73	0
36989_36993	installed	36989	36993	0.000600	138	73	0
36990_37360	installed	36990	37360	0.001100	138	390	0
36991_37361	installed	36991	37361	0.001200	138	260	0
36998_37229	installed	36998	37229	0.040300	138	360	0
36999_37001	installed	36999	37001	0.001700	138	93	0
37002_37004	installed	37002	37004	0.014650	138	445	0
37003_37005	installed	37003	37005	0.014650	138	445	0
37006_37210	installed	37006	37210	0.062800	138	446	0
37006_37088	installed	37006	37088	0.012300	138	261	0
37006_37008	installed	37006	37008	0.000900	138	183	0
37009_37089	installed	37009	37089	0.012810	138	215	0
37014_37136	installed	37014	37136	0.012000	138	445	0
37015_37137	installed	37015	37137	0.011080	138	445	0
37018_37372	installed	37018	37372	0.001600	138	224	0
37018_37110	installed	37018	37110	0.024400	138	224	0
37018_37020	installed	37018	37020	0.005000	138	260	0
37019_37373	installed	37019	37373	0.001900	138	260	0
37019_37111	installed	37019	37111	0.024200	138	260	0
37019_37021	installed	37019	37021	0.005000	138	260	0
37020_37026	installed	37020	37026	0.008300	138	260	0
37020_37021	installed	37020	37021	0.000150	138	10000	0
37021_37027	installed	37021	37027	0.008300	138	260	0
37022_37376	installed	37022	37376	0.012000	138	509	0
37022_37024	installed	37022	37024	0.004000	138	260	0
37023_37031	installed	37023	37031	0.009450	138	509	0
37023_37025	installed	37023	37025	0.004000	138	260	0
37024_37026	installed	37024	37026	0.009800	138	260	0
37025_37027	installed	37025	37027	0.009800	138	260	0
37026_37027	installed	37026	37027	0.000150	138	10000	0
37029_37395	installed	37029	37395	0.005410	138	445	0
37029_37033	installed	37029	37033	0.005270	138	430	0
37031_37377	installed	37031	37377	0.002550	138	509	0
37034_37080	installed	37034	37080	0.004050	138	215	0
37034_37070	installed	37034	37070	0.008400	138	270	0
37035_37071	installed	37035	37071	0.007800	138	270	0
37035_37053	installed	37035	37053	0.005800	138	270	0
37037_37050	installed	37037	37050	0.077200	138	265	0
37037_37039	installed	37037	37039	0.017500	138	254	0
37038_36363	installed	37038	36363	0.008550	138	465	0
37038_37264	installed	37038	37264	0.022100	138	278	0
37038_37170	installed	37038	37170	0.011100	138	270	0
37038_37039	installed	37038	37039	0.000150	138	10000	0
37039_37171	installed	37039	37171	0.011200	138	184	0
